airportname,latitude,longitude,count
Mayaguana,22.379528,-73.0135,1
Mayor Buenaventura Vivas,7.565111,-72.035125,1
Mazamet,43.55625,2.289183,2
Mbandaka,0.0226,18.288744,1
Mbs Intl,43.532913,-84.079647,2
Mbuji Mayi,-6.121236,23.569008,1
Mc Allen Miller Intl,26.175833,-98.238611,1
Mc Carran Intl,36.080056,-115.15225,212
Mc Ghee Tyson,35.810972,-83.994028,20
Mc Kellar Sipes Rgnl,35.599889,-88.915611,1
McGrath Airport,62.9529,-155.606,3
Meadows Fld,35.433598,-119.05677,3
Mediterranee,43.576194,3.963014,14
Megas Alexandros Intl,40.913306,24.619223,2
Mehamn,71.029722,27.826667,4
Mehrabad Intl,35.689167,51.313416,57
Meilan,19.934856,110.458961,86
Meixian Airport,24.35,116.133,3
Melbourne Intl,-37.673333,144.843333,104
Melilla,35.279817,-2.956256,3
Melville Hall,15.547028,-61.3,10
Memanbetsu,43.880606,144.164053,3
Memorial Field,34.478,-93.0962,1
Memphis Intl,35.042417,-89.976667,43
Menara,31.606886,-8.0363,55
Menongue,-14.657583,17.719833,2
Menorca,39.862597,4.218647,23
Mercedita,18.008306,-66.563028,1
Merignac,44.828335,-0.715556,47
Merimbula Airport,-36.9086,149.901,2
Merle K Mudhole Smith,60.491778,-145.477556,1
Metropolitan Oakland Intl,37.721278,-122.220722,42
Metz Nancy Lorraine,48.982142,6.251319,2
Miami Intl,25.79325,-80.290556,325
Mianyang Airport,31.4281,104.741,10
Middle Georgia Rgnl,32.69285,-83.649211,1
Midland Intl,31.942528,-102.201914,3
Mikonos,37.435128,25.348103,3
Mildura Airport,-34.2292,142.086,3
Minangkabau,-0.874989,100.351881,2
Mineralnyye Vody,44.225072,43.081889,9
Ministro Pistarini,-34.822222,-58.535833,47
Ministro Victor Konder Intl,-26.879999,-48.65139,4
Minneapolis St Paul Intl,44.881956,-93.221767,200
Minot Intl,48.259378,-101.280333,1
Minsk 2,53.882469,28.030731,41
Miri,4.322014,113.986806,20
Mirny,62.534689,114.038928,5
Misawa Ab,40.703222,141.368364,1
Misratah Airport,32.325,15.061,7
Missoula Intl,46.916306,-114.090556,3
Mitilini,39.056667,26.598333,5
Miyako,24.782833,125.295111,2
Miyazaki,31.877222,131.448611,6
Mobile Rgnl,30.691231,-88.242814,3
Moenjodaro,27.335156,68.143053,1
Mohamed Boudiaf Intl,36.276028,6.620386,14
Mohammed V Intl,33.367467,-7.589967,98
Molokai,21.152886,-157.096256,1
Mombasa Moi Intl,-4.034833,39.59425,5
Momote Airport,-2.06189,147.424,3
Monrovia Roberts Intl,6.233789,-10.362311,4
Monrovia Spriggs Payne,6.289061,-10.758722,1
Mont Joli,48.608612,-68.208056,5
Monterey Peninsula,36.587,-121.842944,5
Montgomery Regional Airport ,32.3006389,-86.3939722,2
Moorea,-17.489972,-149.761869,3
Moosonee,51.291111,-80.607778,2
Mora,60.957908,14.511383,1
Moranbah Airport,-22.0578,148.077,1
Morgantown Muni Walter L Bill Hart Fld,39.642908,-79.916314,1
Mornington Island Airport,-16.6625,139.178,2
Moro Airport,-6.36333,143.238,1
Morondava,-20.28475,44.317614,1
Morristown Municipal Airport,40.79935,-74.4148747,1
Moruya Airport,-35.8978,150.144,1
Moses Kilangin,-4.528275,136.887375,2
Mosnov,49.696292,18.111053,1
Moss,59.378933,10.785389,35
Mota Lava Airport,-13.666,167.712,2
Mount Gambier Airport,-37.7456,140.785,1
Mount Hagen,-5.826789,144.295861,8
Mount Isa,-20.663889,139.488611,8
Mountain Village Airport,62.0954,-163.682,1
Mt. Fuji Shizuoka Airport,34.796111,138.189444,4
Muan,34.991389,126.382778,1
Mudanjiang,44.523889,129.568889,2
Muhammad Salahuddin,-8.539647,118.687322,1
Mukah Airport,2.90639,112.08,1
Mukhino,51.807764,107.437644,5
Multan Intl,30.203222,71.419111,8
Mulu,4.048333,114.805,4
Munda Airport,-8.32797,157.263,3
Mundo Maya International,16.913819,-89.866383,1
Municipal,18.3822,-88.4119,1
Munster Osnabruck,52.134642,7.684831,7
Murcia San Javier,37.774972,-0.812389,15
Murmansk,68.781672,32.750822,4
Murtala Muhammed,6.577369,3.321156,33
Mus Airport,38.747769,41.661236,1
Muskrat Dam Airport,53.4414,-91.7628,3
Mutiara,-0.918542,119.909642,5
Mutiara Ii,-8.486656,119.88905,2
Mwalimu Julius K Nyerere Intl,-6.878111,39.202625,15
Mwanza,-2.444486,32.932667,4
Myeik,12.439797,98.621478,1
Myitkyina,25.383636,97.351919,2
Myrtle Beach Intl,33.67975,-78.928333,23
Nabire,-3.368183,135.496406,2
Nadi Intl,-17.755392,177.443378,31
Nadym Airport,65.4809,72.6989,5
Nadzab,-6.569828,146.726242,9
Nagasaki,32.916944,129.913611,10
Nagoya Airport,35.255,136.924,5
Naha,26.195814,127.645869,43
Nain Airport,56.5492,-61.6803,2
Nairobi Wilson,-1.321719,36.814833,16
Nakashibetsu,43.5775,144.96,1
Namangan Airport,40.9846,71.5567,8
Nampula,-15.105611,39.2818,6
Namsos Høknesøra Airport,64.4722,11.5786,2
Nanchong Airport,30.754,106.062,3
Nanortalik Heliport,60.14,-45.2317,3
Nanping Wuyishan Airport,27.7019,118.001,10
Nantes Atlantique,47.153189,-1.610725,73
Nantong Airport,32.0708,120.976,13
Nantucket Mem,41.253053,-70.060181,4
Nanyang Airport,32.9808,112.615,5
Nanyuki Civil Airport,-0.067,37.033,2
Napier,-39.465833,176.87,2
Narita Intl,35.764722,140.386389,220
Narrandera Airport,-34.7022,146.512,1
Narsaq Heliport,60.9167,-46.0586,2
Narsarsuaq,61.160517,-45.425978,4
Naryan-Mar,67.380537,53.051016,2
Nashville Intl,36.124472,-86.678194,68
Natashquan,50.19,-61.789167,4
Nauru Intl,-0.547458,166.9191,2
Nausori Intl,-18.043267,178.559228,11
Navoi Airport,40.1172,65.1708,2
Ndjamena Hassan Djamous,12.133689,15.034019,4
Ndjili Intl,-4.38575,15.444569,14
Ndola,-12.998139,28.664944,4
Nea Anchialos,39.219619,22.794339,1
Neerlerit Inaat Airport,70.7433,-22.6606,1
Nejran,17.611436,44.419169,2
Nelson,-41.298333,173.221111,3
Nemiscau Airport,51.6911,-76.1356,1
Netaji Subhash Chandra Bose Intl,22.654739,88.446722,78
Neuenland,53.0475,8.786667,37
New Bedford Regional Airport,41.6761,-70.9569,2
New Castle,39.678722,-75.606528,5
New Chitose,42.7752,141.692283,58
New Plymouth,-39.008611,174.179167,2
Newark Liberty Intl,40.6925,-74.168667,218
Newcastle,55.0375,-1.691667,60
Newcastle Airport,-32.78,151.83,4
Newport News Williamsburg Intl,37.131894,-76.492989,2
Ngorangora Airport,-10.4497,161.898,2
Niagara Falls Intl,43.107333,-78.946194,3
Niederrhein,51.602222,6.141944,37
Nightmute Airport,60.471111,-164.700833,1
Niigata,37.5711,139.0646,9
Nikos Kazantzakis,35.339719,25.180297,81
Ninoy Aquino Intl,14.508647,121.019581,154
Nizhnevartovsk,60.949272,76.483617,6
Nizhny Novgorod,56.230119,43.784042,10
Nnamdi Azikiwe Intl,9.006792,7.263172,22
Noatak Airport,67.5661,-162.975,1
Noibai Intl,21.221192,105.807178,55
Nome,64.512203,-165.445247,22
Norfolk Intl,36.894611,-76.201222,26
Norfolk Island Intl,-29.041625,167.938742,2
Norman Manley Intl,17.935667,-76.7875,14
Norman Wells,65.281617,-126.798219,3
Norman Y Mineta San Jose Intl,37.3626,-121.929022,45
Normanton Airport,-17.6836,141.07,1
Norsup Airport,-16.0797,167.401,4
North Eleuthera,25.474861,-76.683489,2
North Ronaldsay Airport,59.3675,-2.43444,3
North Spirit Lake Airport,52.49,-92.9711,1
Norwich,52.675833,1.282778,4
Noshahr Airport,36.663333,51.464722,1
Nottingham East Midlands,52.831111,-1.328056,85
Nouadhibou,20.933067,-17.029956,2
Nouakchott,18.097856,-15.947956,5
Noumerat,32.384106,3.794114,3
Novy,48.528044,135.188361,26
Novyi Urengoy,66.041811,76.313938,6
Noyabrsk,63.110079,75.162243,4
Nuiqsut Airport,70.21,-151.005556,1
Nuku Hiva,-8.795603,-140.228789,3
Nukus Airport,42.4884,59.6233,1
Nulato Airport,64.729444,-158.074167,1
Nurnberg,49.4987,11.066897,31
Nusatupe Airport,-8.09778,156.864,3
Nuuk,64.190922,-51.678064,7
NW Arkansas Regional,36.2818694,-94.3068111,15
Nyagan Airport,62.11,65.615,2
Nyingchi Airport,29.3033,94.3353,1
Obando Airport,3.85,-67.91,1
Odesa Intl,46.426767,30.676464,6
Oguzeli,36.947183,37.478683,4
Oita,33.479444,131.737222,4
Okayama,34.756944,133.855278,4
Okecie,52.16575,20.967122,80
Olaya Herrera,6.219958,-75.590519,8
Olbia Costa Smeralda,40.898661,9.517628,36
Omsk,54.967042,73.310514,10
Ondjiva Pereira Airport,-17.043464,15.683822,5
Ontario Intl,34.056,-117.601194,15
Ordos Ejin Horo,39.85,110.033,15
Orebro,59.223733,15.037956,1
Orenburg,51.795786,55.456744,4
Orlando Bezerra de Menezes Airport,-7.218958,-39.2701,2
Orlando Intl,28.429394,-81.308994,202
Orlando Sanford Intl,28.777639,-81.237489,46
Orly,48.725278,2.359444,171
Osaka Intl,34.785528,135.438222,38
Osh,40.608989,72.793269,22
Osijek,45.462667,18.810156,2
Osnova International Airport,49.924786,36.289986,2
Osvaldo Vieira International Airport,11.89485,-15.653681,3
Ottawa Macdonald Cartier Intl,45.3225,-75.669167,32
Ouagadougou,12.353194,-1.512417,18
Ouargla,31.917223,5.412778,4
Ouarzazate,30.939053,-6.909431,1
Oued Irara,31.672972,6.140444,4
Oulu,64.930061,25.354564,1
Ouvea,-20.640556,166.572778,1
Owen Roberts Intl,19.292778,-81.35775,15
Ozamis,8.178508,123.841731,1
Paamiut Heliport,61.9922,-49.6625,1
Paderborn Lippstadt,51.614089,8.616317,7
Padre Aldamiz,-12.613611,-69.228611,1
Pafos Intl,34.718039,32.485731,29
Pagadian,7.827197,123.458294,1
Page Municipal Airport,36.9261,-111.4483,2
Pajala Airport,67.2456,23.0689,1
Pakse,15.132053,105.781417,4
Palermo,38.175958,13.091019,44
Palm Beach Intl,26.683161,-80.095589,30
Palm Springs Intl,33.829667,-116.506694,16
Palmas,-10.241667,-48.35278,3
Palmerston North,-40.320556,175.616944,4
Palonegro,7.1265,-73.184778,2
Pampulha Carlos Drummond De Andrade,-19.851181,-43.950628,10
Panama City-NW Florida Bea.,30.3417,-85.7973,3
Pangnirtung,66.145,-65.713611,2
Pantelleria,36.816519,11.968864,1
Panzhihua,26.54,101.799,1
Papa Westray Airport,59.3517,-2.90028,2
Paraparaumu,-40.904722,174.989167,1
Pardubice,50.013419,15.738647,1
Parkes Airport,-33.1314,148.239,1
Parma,44.824483,10.296367,3
Paro,27.403192,89.424606,4
Pashkovskiy,45.034689,39.170539,30
Patna,25.591317,85.087992,7
Pattimura,-3.710264,128.089136,9
Pau Pyrenees,43.38,-0.418611,1
Pavlodar,52.195,77.073889,1
Pelotas,-31.718353,-52.327689,1
Pemba,-12.986753,40.522492,5
Penang Intl,5.297139,100.276864,25
Pensacola Rgnl,30.473425,-87.186611,11
Peoria Regional,40.664203,-89.693258,8
Perales,4.421608,-75.1333,1
Persian Gulf Airport,27.379444,52.7375,4
Perth Intl,-31.940278,115.966944,65
Perugia,43.095906,12.513222,3
Pescara,42.431656,14.181067,7
Peshawar Intl,33.993911,71.514581,20
Petersburg James A. Johnson,56.801667,-132.945278,1
Petropavlosk South Airport,54.7747,69.1839,1
Philadelphia Intl,39.871944,-75.241139,266
Philibert Tsiranana,-15.667144,46.351828,1
Philip S W Goldson Intl,17.539144,-88.308203,20
Phnom Penh Intl,11.546556,104.844139,7
Phoenix International,18.302897,109.412272,85
Phoenix Sky Harbor Intl,33.434278,-112.011583,227
Phoenix-Mesa Gateway,33.307833,-111.655,31
Phu Bai,16.401499,107.702614,2
Phu Cat Airport,13.954986,109.042267,1
Phuket Intl,8.1132,98.316872,29
Piarco,10.595369,-61.337242,21
Pico,38.554333,-28.441333,1
Piedmont Triad,36.09775,-79.937306,15
Pierre Elliott Trudeau Intl,45.470556,-73.740833,154
Pierre Regional Airport,44.3827,-100.286,5
Pikangikum Airport,51.8197,-93.9733,4
Pilot Station Airport,61.934444,-162.899444,1
Pinto Martins Intl,-3.776283,-38.532556,29
Pisa,43.683917,10.39275,60
Pittsburgh Intl,40.491467,-80.232872,60
PlÃ¡cido de Castro,-9.583,-67.4836,2
Placencia Airport,16.536944,-88.361667,5
Plattsburgh Intl,44.650944,-73.468139,3
Playa De Oro Intl,19.144778,-104.558631,1
Pleiku Airport,14.004522,108.017158,2
Pleurtuit,48.587683,-2.079958,1
Plovdiv,42.067806,24.850833,1
Pobedilovo Airport,58.5033,49.3483,1
Podgorica,42.359392,19.251894,9
Pohang,35.987858,129.420486,1
Pohnpei Intl,6.9851,158.208989,2
Point Hope Airport,68.3488,-166.799,2
Point Lay Lrrs,69.732875,-163.005342,1
Point Salines Intl,12.004247,-61.786192,5
Pointe Noire,-4.816028,11.886597,9
Poliarny Airport,66.400431,112.030325,3
Ponciano Arriaga Intl,22.254303,-100.930806,2
Pond Inlet,72.683334,-77.966667,1
Ponta Delgada,37.741184,-25.69787,18
Poplar Hill Airport,52.1133,-94.2556,1
Poretta,42.552664,9.483731,26
Pori,61.461686,21.799983,1
Pormpuraaw Airport,-14.8967,141.609,1
Port Blair,11.641161,92.729744,6
Port Columbus Intl,39.997972,-82.891889,49
Port Elizabeth Intl,-33.984919,25.617275,6
Port Harcourt Intl,5.015494,6.949594,1
Port Hardy,50.680556,-127.366667,1
Port Hedland Intl,-20.377778,118.626389,5
Port Macquarie Airport,-31.4358,152.863,3
Port Menier,49.836389,-64.288611,1
Port Moresby Jacksons Intl,-9.443383,147.22005,48
Port Sudan New International Airport,19.4336,37.2341,2
Port Vila Bauerfield,-17.699325,168.319794,21
Portland Intl,45.588722,-122.5975,97
Porto,41.248055,-8.681389,78
Postville Airport,54.910278,-59.785278,2
Praia International Airport,14.9245,-23.4935,11
Prefeito Renato Moreira,-5.531292,-47.46005,3
Preguica,16.588356,-24.284656,1
Presidente Castro Pinto,-7.148381,-34.950681,7
Presidente Juscelino Kubitschek,-15.8711,-47.918625,84
Presidente Peron,-38.949,-68.155711,3
Prestwick,55.509444,-4.586667,20
Prince Abdul Majeed Airport,26.636718,37.908018,1
Prince George,53.889444,-122.678889,7
Prince Mohammad Bin Abdulaziz,24.553422,39.705061,24
Prince Said Ibrahim,-11.533661,43.27185,1
Princess Juliana Intl,18.040953,-63.1089,35
Pristina,42.572778,21.035833,9
Professor Urbano Ernesto Stumpf,-23.228172,-45.862739,1
Provence,43.435555,5.213611,98
Providenciales,21.773625,-72.265886,19
Provo Municipal Airport,40.21805555,-111.72222222,2
Pudong,31.143378,121.805214,346
Puerto Carreno,6.184717,-67.493164,1
Puerto Jimenez Airport,8.53333,-83.3,1
Puerto Princesa,9.742119,118.758731,3
Pula,44.893533,13.922192,6
Pulkovo,59.800292,30.262503,127
Pullman-Moscow Rgnl,46.743861,-117.109583,1
Pune,18.582111,73.919697,26
Punta Cana Intl,18.567367,-68.363431,38
Puvirnituq Airport,60.0506,-77.2869,3
Pyongyang Intl,39.224061,125.67015,3
Pyrzowice,50.474253,19.080019,22
Qaanaaq Airport,77.4886,-69.3887,2
Qaarsut Airport,70.7342,-52.6962,1
Qaisumah,28.335192,46.125069,1
Qaqortoq Heliport,60.7158,-46.0294,6
Qingyang Airport,35.7997,107.603,3
Qiqihar Sanjiazi Airport,47.239628,123.918131,1
Quad City Intl,41.448528,-90.507539,8
Quanzhou Airport,24.7964,118.59,35
Quaqtaq Airport,61.0464,-69.6178,1
Quebec Jean Lesage Intl,46.791111,-71.393333,17
Queen Alia Intl,31.722556,35.993214,73
Queenstown,-45.021111,168.739167,3
Quelimane,-17.8555,36.869106,2
Queretaro Intercontinental,20.617289,-100.185658,1
Quesnel,53.026112,-122.510278,2
Quetta,30.251369,66.937764,11
Quilpie Airport,-26.6122,144.253,1
Quinhagak Airport,59.755,-161.845278,2
Quzhou Airport,28.9658,118.899,1
Rabil,16.136531,-22.888897,5
Radin Inten II (Branti) Airport,-5.242339,105.178939,2
Rafael Hernandez,18.494861,-67.129444,1
Rafael Nunez,10.442381,-75.512961,5
Rafic Hariri Intl,33.820931,35.488389,36
Rahadi Usman,-1.816639,109.963483,1
Raiatea,-16.722861,-151.465856,3
Rainbow Lake Airport,58.491389,-119.407778,1
Raipur,21.180406,81.738753,8
Raivavae Airport,-23.87,-147.67,1
Raleigh County Memorial Airport,37.7873,-81.1242,1
Raleigh Durham Intl,35.877639,-78.787472,64
Ralph Wien Mem,66.884678,-162.59855,19
Ramata Airport,-8.16806,157.643,1
Ramsar,36.909908,50.679589,1
Rangiroa,-14.954283,-147.6608,4
Rankin Inlet,62.81139,-92.115833,22
Rapid City Regional Airport,44.045278,-103.057222,3
Rarotonga Intl,-21.202739,-159.805556,9
Rasht,37.325314,49.605817,6
Red Deer Regional,52.182222,-113.894444,1
Red Lake Airport,51.0669,-93.7931,5
Redang,5.76528,103.007,1
Reggio Calabria,38.071206,15.651556,3
Regina Intl,50.431944,-104.665833,12
Regional De Maringa Silvio Name Junior,-23.476392,-52.016406,7
Reina Beatrix Intl,12.501389,-70.015221,20
Rendani,-0.891833,134.049183,4
Rennell/Tingoa Airport,-11.5339,160.063,1
Reno Tahoe Intl,39.499108,-119.768108,19
Repulse Bay,66.521389,-86.224722,1
Reus,41.147392,1.167172,15
Reykjavik,64.13,-21.940556,4
Rhinelander Oneida County Airport,45.6312,-89.4675,1
Rhodes Diagoras,36.405419,28.086192,57
Richmond Intl,37.505167,-77.319667,26
Rick Husband Amarillo Intl,35.219369,-101.705931,5
Rickenbacker Intl,39.813786,-82.927822,1
Riga Intl,56.923611,23.971111,76
Rigolet Airport,54.1797,-58.4575,1
Rijeka,45.216889,14.570267,4
Rimatara,-22.637253,-152.805192,1
Rio Gallegos,-51.608875,-69.312636,3
Rio Grande,-32.082617,-52.166542,1
Rivesaltes,42.740442,2.870667,1
Riyan,14.662639,49.375028,10
Roanoke Regional,37.325472,-79.975417,7
Robert Curtis Memorial Airport,66.8175,-161.022222,2
Robert L Bradshaw,17.311194,-62.718667,3
Roberts Fld,44.254066,-121.149964,3
Robin Hood Doncaster Sheffield Airport,53.474722,-1.004444,5
Rochambeau,4.819808,-52.360447,2
Roche Harbor Seaplane Base,48.608056,-123.159722,1
Rock Springs Sweetwater County Airport,41.5942,-109.065,1
Rockhampton,-23.381944,150.475278,2
Rodriguez Ballon,-16.341072,-71.583083,3
Rogue Valley Intl Medford,42.374228,-122.8735,4
Roma Airport,-26.545,148.775,1
Ronald Reagan Washington Natl,38.852083,-77.037722,180
Ronchi Dei Legionari,45.8275,13.472222,8
Rosario,-32.903611,-60.785,3
Roschino,57.189567,65.3243,15
Røssvoll Airport,66.3639,14.3014,3
Røst Airport,67.5278,12.1033,1
Rostov Na Donu,47.258208,39.818089,14
Rota Intl,14.174308,145.242536,1
Rotorua,-38.109167,176.317222,2
Rotterdam,51.956944,4.437222,25
Roumaniere,44.825279,0.518611,6
Round Lake (Weagamow Lake) Airport,52.943600000000004,-91.3128,1
Rouyn Noranda,48.206111,-78.835556,2
Ruby Airport,64.7272,-155.47,2
Rundu,-17.956461,19.719439,1
Rurrenabaque Airport,-14.4275,-67.498056,1
Rurutu,-22.434069,-151.360614,1
Russian Mission Airport,61.775,-161.319444,2
Ruzyne,50.100833,14.26,126
Ryum Airport,64.8383,11.1461,2
Saarbrucken,49.214553,7.109508,5
Sabiha Gokcen,40.898553,29.309219,125
Sacheon Air Base,35.088543,128.07037,1
Sachigo Lake Airport,53.8911,-92.1964,1
Sachs Harbour,71.993889,-125.2425,1
Sacramento Intl,38.695417,-121.590778,41
Saidpur,25.759228,88.908869,1
Saint Barthelemy,17.9023,-62.8324,5
Saint Catherine,42.530753,8.793189,11
Saint Exupery,45.726387,5.090833,96
Saint John,45.316111,-65.890278,2
Sainte Marie,-17.093889,49.815834,2
Saiss,33.927261,-4.977958,13
Salalah,17.038719,54.091297,2
Sale,34.051467,-6.751519,6
Salekhard Airport,66.590753,66.611042,6
Salgado Filho,-29.994428,-51.171428,29
Salisbury Ocean City Wicomico Rgnl,38.340525,-75.510289,2
Salluit Airport,62.1794,-75.6672,1
Salt Lake City Intl,40.788389,-111.977772,128
Salta,-24.855978,-65.486169,3
Salvaza,43.215978,2.306317,9
Salzburg,47.793304,13.004333,22
Sam Ratulangi,1.549447,124.925878,14
Samaná El Catey International Airport,19.267,-69.742,1
Samarkand,39.700547,66.983829,4
Sambava,-14.278611,50.174721,2
Samburu South Airport,0.530583,37.5342,1
Samos,37.689999,26.911667,3
Samui,9.547794,100.062272,10
San Antonio Intl,29.533694,-98.469778,54
San Carlos De Bariloche,-41.151172,-71.157542,4
San Diego Intl,32.733556,-117.189667,90
San Francisco Intl,37.618972,-122.374889,207
San Luis County Regional Airport,35.2368,-120.642,1
San Luis Valley Regional Airport,37.435,-105.866667,3
San Pedro,17.913936,-87.971075,9
San Rafael,-34.588314,-68.403854,1
San Sebastian,43.356519,-1.790611,1
Sanaa Intl,15.476258,44.219739,25
Sandakan,5.900897,118.059486,4
Sanday Airport,59.2503,-2.57667,1
Sandy Lake Airport,53.0642,-93.3444,2
Sangster Intl,18.503717,-77.913358,26
Sanikiluaq Airport,56.5378,-79.2467,1
Sanliurfa GAP,37.45,38.9,2
Sannvhe,39.717444,118.002389,1
Santa Ana Airport,-10.848056,162.454167,1
Santa Barbara Muni,34.426211,-119.840372,3
Santa Cruz,-17.8,-63.166667,5
Santa Fe Muni,35.617108,-106.089422,2
Santa Genoveva,-16.632033,-49.220686,16
Santa Maria,-10.984,-37.070333,9
Santa Maria Airport,-29.711358,-53.688153,2
Santander,43.427064,-3.820006,16
Santarem,-2.422431,-54.792789,9
Santiago,42.896333,-8.415144,29
Santo Angelo,-28.281683,-54.169139,1
Santo Pekoa International Airport,-15.505033,167.219742,9
Santorini,36.399169,25.479333,2
Santos Dumont,-22.910461,-43.163133,24
Sao Jorge,38.6655,-28.175817,1
Sao Jose Do Rio Preto,-20.816567,-49.406511,4
Sao Pedro,16.833689,-25.054661,3
Sao Tome Intl,0.378175,6.712153,1
Sarajevo,43.824583,18.331467,6
Saransk Airport,54.1251,45.2123,1
Sarasota Bradenton Intl,27.395444,-82.554389,4
Sari Dasht E Naz Airport,36.635833,53.193611,3
Sary-Arka,49.670833,73.334444,3
Saskatoon J G Diefenbaker Intl,52.170834,-106.699722,11
Sault Ste Marie,46.485001,-84.509445,1
Saurimo,-9.689067,20.431875,1
Savannah Hilton Head Intl,32.127583,-81.202139,13
Savannakhet,16.556594,104.759531,2
Save,57.774722,11.870372,17
Savoonga Airport,63.6864,-170.493,2
Savusavu Airport,-16.8028,179.341,2
Sayun International Airport,15.966111,48.7883,3
Schefferville,54.805278,-66.805278,3
Schiphol,52.308613,4.763889,374
Schonefeld,52.380001,13.5225,66
Schwechat,48.110278,16.569722,238
Sde Dov,32.114661,34.782239,1
Seattle Tacoma Intl,47.449,-122.309306,168
Seeb Intl,23.593278,58.284444,66
Sege Airport,-8.57889,157.876,3
Semipalatinsk,50.3513,80.2344,2
Senador Nilo Coelho,-9.362411,-40.569097,2
Senador Petronio Portella,-5.059942,-42.823478,8
Sendai,38.139722,140.916944,20
Senou,12.533544,-7.949944,14
Sentani,-2.576953,140.516372,12
Sepinggan,-1.268272,116.894478,28
Sept Iles,50.223333,-66.265556,16
Sevilla,37.418,-5.893106,52
Seychelles Intl,-4.674342,55.521839,3
Shageluk Airport,62.692222,-159.569167,1
Shah Amanat Intl,22.249611,91.813286,8
Shahid Ashrafi Esfahani,34.345853,47.158128,2
Shaktoolik Airport,64.371111,-161.223889,4
Shang Yi,24.427892,118.359197,3
Shanhaiguan Airport,39.9681,119.731,3
Shannon,52.701978,-8.9248170000000009,25
Sharjah Intl,25.328575,55.51715,81
Sharm El Sheikh Intl,27.977222,34.394722,26
Sharurah,17.466875,47.121431,1
Sheikh Zayed,28.3839,70.279572,2
Sheldon Point Airport,62.520556,-164.847778,1
Shenyang Taoxian International Airport,41.3824,123.2901,107
Sheremetyevo,55.972642,37.414589,161
Shijiazhuang Daguocun International Airport,38.280686,114.6973,67
Shiraz Shahid Dastghaib Intl,29.539242,52.589786,31
Shishmaref Airport,66.2496,-166.089,1
Show Low Regional Airport,34.265556,-110.005556,3
Shreveport Rgnl,32.446629,-93.8256,1
Shuangliu,30.578528,103.947086,285
Shubuling Airport,35.0461,118.412,10
Shymkent,42.364167,69.478889,4
Sialkot Airport,32.5356,74.3639,5
Sibiu,45.785597,24.091342,2
Sibu,2.261603,111.985322,6
Siem Reap,13.410666,103.81284,18
Sigiriya Airport,7.57212,80.43412,2
Silchar,24.912928,92.978742,4
Silvio Pettirossi Intl,-25.23985,-57.519133,7
Simferopol Intl,45.052222,33.975139,2
Simon Bolivar,11.11965,-74.230647,1
Simon Bolivar Intl,10.603117,-66.990583,63
Sinop Airport,-11.885,-55.586,1
Sioux Falls,43.582014,-96.741914,7
Sioux Lookout,50.113889,-91.905278,16
Sir Bani Yas Island,24.2856083,52.5783472,1
Sir Seewoosagur Ramgoolam Intl,-20.430235,57.6836,25
Sir Seretse Khama Intl,-24.555225,25.918208,6
Sisimiut Airport,66.9513,-53.7293,2
Sitia,35.216108,26.101325,1
Sitka Rocky Gutierrez,57.047138,-135.361611,1
Sittwe,20.132708,92.872628,1
Sivas,39.813828,36.903497,2
Skagen,68.580833,15.026111,3
Skagway Airport,59.4601,-135.316,1
Skavsta,58.788636,16.912189,29
Skelleftea,64.624772,21.076892,1
Skopje,41.961622,21.621381,12
Sleetmute Airport,61.700566,-157.165833,1
Smithers,54.824722,-127.182778,1
Sochi,43.449928,39.956589,11
Soekarno Hatta Intl,-6.125567,106.655897,140
Sofia,42.695194,23.406167,41
Sogndal Airport,61.1561,7.13778,3
Sohag International,26.341189,31.742983,3
Sokol,59.910989,150.720439,1
Sola,58.876778,5.637856,35
Sola Airport,-13.8517,167.537,2
Solwesi Airport,-12.1737,26.3651,1
Son Sant Joan,39.55361,2.727778,234
Sondre Stromfjord,67.016969,-50.689325,7
Sorkjosen Airport,69.7868,20.9594,1
Sorstokken,59.791925,5.34085,2
Souda,35.531747,24.149678,32
Soummam,36.711997,5.069922,4
South Arkansas Rgnl At Goodwin Fld,33.220972,-92.813278,1
South Bend Rgnl,41.708661,-86.31725,6
South Caicos,21.515739,-71.528528,1
Southampton,50.950261,-1.356803,28
Southeast Iowa Regional Airport,40.7832,-91.1255,1
Southend,51.571389,0.695556,12
Southwest Bay Airport,-16.495,167.438,1
Southwest Florida Intl,26.536167,-81.755167,44
Sovetsky Tyumenskaya Airport,61.32,63.6044,3
Soyo,-6.141086,12.371764,1
Split,43.538944,16.297964,31
Spokane Intl,47.619861,-117.533833,7
Spring Point,22.441828,-73.970858,1
Springfield Branson Natl,37.245667,-93.388639,7
Srinagar,33.987139,74.77425,8
St Anthony,51.391944,-56.083056,2
St Augustin Airport,51.2117,-58.6583,2
St Denis Gillot,-20.8871,55.510308,12
St George Airport,-28.0497,148.595,1
St Hubert,45.5175,-73.416944,3
St Jacques,48.069508,-1.734794,6
St Johns Intl,47.61861,-52.751945,13
St Marys Airport,62.0605,-163.302,3
St Mawgan,50.440558,-4.995408,2
St Paul Island,57.167333,-170.220444,1
St Petersburg Clearwater Intl,27.910167,-82.687389,30
St Pierre,46.762904,-56.173088,2
St. George Airport,56.577222,-169.663611,1
St. Michael Airport,63.49,-162.110278,2
Stagen Airport,-3.29472,116.165,1
Stansted,51.885,0.235,163
Stebbins Airport,63.515833,-162.278056,5
